id,manual,semestre,unidad,unidad_titulo,tipo,paginas_ocupa,rol,pagina_pdf_estimada,pdf_destino,imagen_destino,imagen_existe,archivo_prompt,fuente_md,fuente_md_linea,descripcion
M3-u03-04,3,1,u03,Prompts que sí funcionan,cuadro-comparativo,1,desarrollo de subtema,136,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u03/M3-u03-04.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u03/M3-u03-04__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u03/10-tema-3-1.md,133,"Tabla comparativa de Prompt Malo vs Bueno con dos columnas: PROMPT MALO 'ayúdame con la tarea de física, es Bernoulli' →"
M3-u03-05,3,1,u03,Prompts que sí funcionan,ilustracion,1,desarrollo de subtema,139,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u03/M3-u03-05.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u03/M3-u03-05__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u03/10-tema-3-2.md,92,Tres técnicas en columnas paralelas comparando aplicación a la misma pregunta de matemáticas: 1) ZERO-SHOT — pregunta di
M3-u03-06,3,1,u03,Prompts que sí funcionan,ilustracion,1,desarrollo de subtema,141,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u03/M3-u03-06.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u03/M3-u03-06__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u03/10-tema-3-2.md,132,"Técnicas avanzadas en 3 paneles: 1) SELF-CONSISTENCY — mismo prompt enviado 5 veces, 5 respuestas, voto mayoritario dest"
M3-u03-07,3,1,u03,Prompts que sí funcionan,infografia,1,desarrollo de subtema,143,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u03/M3-u03-07.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u03/M3-u03-07__infografia__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u03/10-tema-3-3.md,52,Cinco personajes con la misma pregunta '¿qué es Bernoulli?': 1) PROFESOR pedagógico con uniforme y libro: respuesta con 
M3-u03-08,3,1,u03,Prompts que sí funcionan,cuadro-comparativo,0.5,desarrollo de subtema,145,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u03/M3-u03-08.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u03/M3-u03-08__cuadro-comparativo__desarrollo-de-subtema__pp0p5.md,manuales/manual-3/unidades/u03/10-tema-3-3.md,137,"Cuadro comparativo de 4 formatos de structured output con misma pregunta 'lista 3 LLMs con su empresa, año y URL': 1) MA"
M3-u03-09,3,1,u03,Prompts que sí funcionan,diagrama-flujo,1,desarrollo de subtema,147,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u03/M3-u03-09.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u03/M3-u03-09__diagrama-flujo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u03/10-tema-3-4.md,36,Diagrama circular con 5 estaciones: 1) ESCRIBE — texto 'prompt v1 con R-T-C-R-F-E'. 2) EJECUTA — flecha hacia ChatGPT/Cl
M3-u03-10,3,1,u03,Prompts que sí funcionan,cuadro-comparativo,1,desarrollo de subtema,151,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u03/M3-u03-10.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u03/M3-u03-10__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u03/10-tema-3-5.md,111,Cuadro de 12 antipatrones en formato tabla con 3 columnas: ANTIPATRÓN | EJEMPLO MALO ❌ | CORRECCIÓN ✅. Filas: 1) Vagueda
M3-u04-01,3,1,u04,"Voz, imagen y video con IA",ilustracion,1,portadilla,187,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u04/M3-u04-01.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u04/M3-u04-01__ilustracion__portadilla__pp1.md,manuales/manual-3/unidades/u04/00-portadilla.md,13,Ilustración hero con cuatro paneles convergentes hacia un tutor virtual central: 1) Imagen — una mano tipea 'genera info
M3-u04-02,3,1,u04,"Voz, imagen y video con IA",mapa-mental,1,mapa mental de unidad,187,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u04/M3-u04-02.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u04/M3-u04-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-3/unidades/u04/01-mapa-mental.md,9,"Mapa mental con nodo central IA GENERATIVA MULTIMODAL y cuatro ramas: 1) IMAGEN — DALL·E 3 (OpenAI), Midjourney v6 (Disc"
M3-u04-03,3,1,u04,"Voz, imagen y video con IA",cuadro-comparativo,1,desarrollo de subtema,190,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u04/M3-u04-03.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u04/M3-u04-03__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u04/10-tema-4-1.md,38,Cuadro comparativo de 5 generadores de imagen 2025 en formato tabla: 1) DALL·E 3 (OpenAI) — integrado en ChatGPT/Copilot
M3-u04-04,3,1,u04,"Voz, imagen y video con IA",infografia,1,desarrollo de subtema,191,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u04/M3-u04-04.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u04/M3-u04-04__infografia__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u04/10-tema-4-1.md,105,Anatomía de prompt visual en 5 capas apiladas con colores distintos: 1) SUJETO azul: 'molécula de agua H₂O con 2 átomos 
M3-u04-05,3,1,u04,"Voz, imagen y video con IA",cuadro-comparativo,1,desarrollo de subtema,196,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u04/M3-u04-05.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u04/M3-u04-05__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u04/10-tema-4-2.md,80,"Cuadro comparativo de 6 plataformas de video IA 2025 en formato tabla: 1) SORA (OpenAI) — text-to-video, calidad líder c"
M3-u04-06,3,1,u04,"Voz, imagen y video con IA",cuadro-comparativo,1,desarrollo de subtema,200,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u04/M3-u04-06.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u04/M3-u04-06__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u04/10-tema-4-3.md,87,"Cuadro comparativo de plataformas de audio IA 2025: 1) ElevenLabs — voces sintéticas + clonación, $5-330/mes, 30+ idioma"
M3-u04-07,3,1,u04,"Voz, imagen y video con IA",ilustracion,1,desarrollo de subtema,204,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u04/M3-u04-07.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u04/M3-u04-07__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u04/10-tema-4-4.md,125,Pipeline de análisis multimodal en 4 pasos: 1) USUARIO arrastra al chat: PDF de 50 páginas + foto del pizarrón + Excel d
M3-u05-01,3,1,u05,IA que estudia un PDF contigo,ilustracion,1,portadilla,239,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-01.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-01__ilustracion__portadilla__pp1.md,manuales/manual-3/unidades/u05/00-portadilla.md,13,Ilustración hero con cuatro elementos convergiendo a un estudiante con laptop: 1) NotebookLM ingiriendo PDFs y generando
M3-u05-02,3,1,u05,IA que estudia un PDF contigo,mapa-mental,1,mapa mental de unidad,240,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-02.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-3/unidades/u05/01-mapa-mental.md,9,"Mapa mental con nodo central IA PARA ESTUDIO y seis ramas: 1) NOTEBOOKLM (Google) — sources, briefing doc, audio overvie"
M3-u05-03,3,1,u05,IA que estudia un PDF contigo,interfaz,1,desarrollo de subtema,243,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-03.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-03__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u05/10-tema-5-1.md,41,"Captura anotada de NotebookLM: layout de 3 paneles: izquierda 'Sources' (lista de PDFs con check para incluir/excluir), "
M3-u05-04,3,1,u05,IA que estudia un PDF contigo,ilustracion,1,desarrollo de subtema,244,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-04.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-04__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u05/10-tema-5-1.md,93,Caso de uso real ilustrado: estudiante con laptop carga 8 PDFs (libro Tippens + 5 papers + apuntes + slides profesor) a 
M3-u05-05,3,1,u05,IA que estudia un PDF contigo,interfaz,1,desarrollo de subtema,248,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-05.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-05__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u05/10-tema-5-2.md,68,Captura de Perplexity: arriba pregunta del usuario '¿cuál es el estado actual de la fusión nuclear comercial 2025?'. Cen
M3-u05-06,3,1,u05,IA que estudia un PDF contigo,interfaz,1,desarrollo de subtema,251,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-06.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-06__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u05/10-tema-5-3.md,58,Captura split en dos paneles: 1) IZQUIERDA — Consensus con pregunta '¿el ayuno intermitente reduce peso?'. Resultado: ba
M3-u05-07,3,1,u05,IA que estudia un PDF contigo,interfaz,1,desarrollo de subtema,255,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-07.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-07__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u05/10-tema-5-4.md,40,Captura de Elicit: arriba pregunta de investigación '¿el ayuno intermitente reduce el peso en adultos sanos?'. Centro: t
M3-u05-08,3,1,u05,IA que estudia un PDF contigo,interfaz,1,desarrollo de subtema,259,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-08.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-08__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u05/10-tema-5-5.md,67,"Captura tripartita: 1) WHIMSICAL AI — board con mapa mental visual estilo whiteboard, nodo central 'Termodinámica', rama"
M3-u05-09,3,1,u05,IA que estudia un PDF contigo,cuadro-comparativo,1,desarrollo de subtema,263,dist/manual-3-sem-1.pdf,assets/visuales/manual-3/u05/M3-u05-09.jpg,sí,assets/prompts-visuales/manual-3/sem-1/u05/M3-u05-09__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u05/10-tema-5-6.md,112,"Cuadro comparativo de citación de IA en 4 estilos: APA 7ma, MLA 9, IEEE, Chicago. Para cada uno muestra: 1) Cita en text"
M3-u06-01,3,2,u06,IA automatiza tu semana,ilustracion,1,portadilla,16,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u06/M3-u06-01.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u06/M3-u06-01__ilustracion__portadilla__pp1.md,manuales/manual-3/unidades/u06/00-portadilla.md,13,Ilustración hero con un escritorio digital donde 6 herramientas trabajan simultáneamente: 1) Gmail con Gemini sugiriendo
M3-u06-02,3,2,u06,IA automatiza tu semana,mapa-mental,1,mapa mental de unidad,16,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u06/M3-u06-02.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u06/M3-u06-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-3/unidades/u06/01-mapa-mental.md,9,"Mapa mental con nodo central PRODUCTIVIDAD CON IA y seis ramas: 1) CORREO — Gemini Gmail, Outlook Copilot, Superhuman AI"
M3-u06-03,3,2,u06,IA automatiza tu semana,interfaz,1,desarrollo de subtema,20,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u06/M3-u06-03.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u06/M3-u06-03__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u06/10-tema-6-1.md,76,Captura tripartita comparando 3 plataformas: 1) GMAIL con Gemini panel lateral derecho mostrando 3 respuestas sugeridas 
M3-u06-04,3,2,u06,IA automatiza tu semana,interfaz,1,desarrollo de subtema,24,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u06/M3-u06-04.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u06/M3-u06-04__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u06/10-tema-6-2.md,87,"Captura split: 1) IZQUIERDA Google Sheets con GPT for Sheets activo: columna A con 10 reseñas de productos, columna B co"
M3-u06-05,3,2,u06,IA automatiza tu semana,interfaz,1,desarrollo de subtema,28,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u06/M3-u06-05.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u06/M3-u06-05__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u06/10-tema-6-3.md,75,Captura de Gamma generando presentación: pantalla dividida. Arriba: input box con prompt 'Cómo funciona el principio de 
M3-u06-06,3,2,u06,IA automatiza tu semana,interfaz,1,desarrollo de subtema,33,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u06/M3-u06-06.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u06/M3-u06-06__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u06/10-tema-6-4.md,90,"Captura tripartita: 1) CLAUDE PROJECTS — sidebar con 'My Tesis' Project: knowledge base con 5 PDFs cargados, system prom"
M3-u06-07,3,2,u06,IA automatiza tu semana,interfaz,1,desarrollo de subtema,37,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u06/M3-u06-07.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u06/M3-u06-07__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u06/10-tema-6-5.md,87,"Captura de Motion: layout de 3 paneles. Izquierda: lista de tareas con prioridad (high naranja, medium amarillo, low ver"
M3-u06-08,3,2,u06,IA automatiza tu semana,interfaz,1,desarrollo de subtema,41,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u06/M3-u06-08.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u06/M3-u06-08__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u06/10-tema-6-6.md,80,Captura de Otter durante reunión Zoom activa: panel lateral derecho. Arriba: 'Live Transcription' con líneas de texto id
M3-u07-01,3,2,u07,Tu GPT/Gem propio,ilustracion,1,portadilla,75,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u07/M3-u07-01.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u07/M3-u07-01__ilustracion__portadilla__pp1.md,manuales/manual-3/unidades/u07/00-portadilla.md,13,"Ilustración hero con un estudiante en el centro construyendo su propio tutor IA: a su izquierda, builder visual de GPT e"
M3-u07-02,3,2,u07,Tu GPT/Gem propio,mapa-mental,1,mapa mental de unidad,75,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u07/M3-u07-02.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u07/M3-u07-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-3/unidades/u07/01-mapa-mental.md,9,"Mapa mental con nodo central GPTs/GEMS/AGENTES y cinco ramas: 1) GPTs OPENAI — instrucciones, knowledge files (hasta 20)"
M3-u07-03,3,2,u07,Tu GPT/Gem propio,ilustracion,1,desarrollo de subtema,78,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u07/M3-u07-03.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u07/M3-u07-03__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u07/10-tema-7-1.md,39,"Anatomía de GPT en 5 capas apiladas: 1) IDENTIDAD azul — Name 'Albatros Tutor Física', Description 'Tu tutor de física p"
M3-u07-04,3,2,u07,Tu GPT/Gem propio,interfaz,1,desarrollo de subtema,83,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u07/M3-u07-04.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u07/M3-u07-04__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u07/10-tema-7-2.md,45,"Interfaz Gem builder de Gemini: panel izquierdo con campos Name 'Tutor Física Albatros', Description, área de texto Inst"
M3-u07-05,3,2,u07,Tu GPT/Gem propio,interfaz,1,desarrollo de subtema,86,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u07/M3-u07-05.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u07/M3-u07-05__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u07/10-tema-7-3.md,54,"Captura de Claude Projects: sidebar con lista de Projects (Tesis, Trabajo, Marca personal). Project 'Tesis' abierto, pan"
M3-u07-06,3,2,u07,Tu GPT/Gem propio,interfaz,1,desarrollo de subtema,90,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u07/M3-u07-06.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u07/M3-u07-06__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u07/10-tema-7-4.md,57,"Captura de Copilot Studio: lienzo central con flowchart de conversación: nodos 'Trigger', 'Question', 'Condition', 'Acti"
M3-u07-07,3,2,u07,Tu GPT/Gem propio,cuadro-comparativo,1,desarrollo de subtema,95,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u07/M3-u07-07.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u07/M3-u07-07__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u07/10-tema-7-5.md,134,"Cuadro comparativo de 5 casos de uso en formato tabla: 1) TUTOR ACADÉMICO — instructions: pedagogía, no hace tareas. Kno"
M3-u08-01,3,2,u08,Producción de contenido educativo,ilustracion,1,portadilla,134,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u08/M3-u08-01.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u08/M3-u08-01__ilustracion__portadilla__pp1.md,manuales/manual-3/unidades/u08/00-portadilla.md,13,Ilustración hero con flujo de producción: 1) IDEA chispa cerebro. 2) GUIÓN texto en pantalla. 3) DISEÑO Canva con tu mar
M3-u08-02,3,2,u08,Producción de contenido educativo,mapa-mental,1,mapa mental de unidad,134,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u08/M3-u08-02.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u08/M3-u08-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-3/unidades/u08/01-mapa-mental.md,9,"Mapa mental con nodo central CREACIÓN DE CONTENIDO IA y seis ramas: 1) REDACCIÓN — blogs, ensayos, copy ad, hilos Twitte"
M3-u08-03,3,2,u08,Producción de contenido educativo,cuadro-comparativo,1,desarrollo de subtema,138,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u08/M3-u08-03.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u08/M3-u08-03__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u08/10-tema-8-1.md,72,"Cuadro comparativo de 4 herramientas de redacción IA en 2025: 1) Claude Opus 4.7 — largo, ensayos académicos, ventana 1M"
M3-u08-04,3,2,u08,Producción de contenido educativo,ilustracion,1,desarrollo de subtema,141,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u08/M3-u08-04.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u08/M3-u08-04__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u08/10-tema-8-2.md,71,"Estructura narrativa visualizada: arco horizontal con 3 actos: Acto 1 (subida) con etiquetas hook+setup, Acto 2 (clímax)"
M3-u08-05,3,2,u08,Producción de contenido educativo,interfaz,1,desarrollo de subtema,144,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u08/M3-u08-05.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u08/M3-u08-05__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u08/10-tema-8-3.md,52,Captura de Canva Magic Studio: arriba prompt 'genera infografía sobre Bernoulli para Instagram'. Centro: 5 thumbnails de
M3-u08-06,3,2,u08,Producción de contenido educativo,interfaz,1,desarrollo de subtema,147,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u08/M3-u08-06.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u08/M3-u08-06__interfaz__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u08/10-tema-8-4.md,66,"Captura split: 1) DESCRIPT — transcript del video a la izquierda con palabras tachadas en rojo (=borradas), highlighted "
M3-u08-07,3,2,u08,Producción de contenido educativo,ilustracion,1,desarrollo de subtema,150,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u08/M3-u08-07.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u08/M3-u08-07__ilustracion__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u08/10-tema-8-5.md,66,Pipeline de podcast con IA en 5 pasos: 1) GUIÓN en LLM (icono ChatGPT/Claude). 2) VOZ con ElevenLabs (icono onda sonora)
M3-u08-08,3,2,u08,Producción de contenido educativo,diagrama-flujo,1,desarrollo de subtema,153,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u08/M3-u08-08.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u08/M3-u08-08__diagrama-flujo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u08/10-tema-8-6.md,38,Pipeline horizontal de 7 estaciones: 1) IDEA en globo de pensamiento (5 min). 2) TEXTO en ChatGPT/Claude generando guion
M3-u09-01,3,2,u09,Ética y publicación responsable,ilustracion,1,portadilla,189,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u09/M3-u09-01.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u09/M3-u09-01__ilustracion__portadilla__pp1.md,manuales/manual-3/unidades/u09/00-portadilla.md,13,Ilustración hero de portadilla para la Unidad 9: una mano humana firma con tinta un documento titulado 'Código ético — M
M3-u09-02,3,2,u09,Ética y publicación responsable,mapa-mental,1,mapa mental de unidad,190,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u09/M3-u09-02.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u09/M3-u09-02__mapa-mental__mapa-mental-de-unidad__pp1.md,manuales/manual-3/unidades/u09/01-mapa-mental.md,9,"Mapa mental con nodo central 'Ética, sesgo y uso responsable' del que salen 6 ramas principales en colores distintos: 1)"
M3-u09-03,3,2,u09,Ética y publicación responsable,cuadro-comparativo,1,desarrollo de subtema,194,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u09/M3-u09-03.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u09/M3-u09-03__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u09/10-tema-9-1.md,68,Cuadro comparativo de 6 tipos de sesgo aplicados al case study Mi tutor IA personal. Columnas: tipo de sesgo · definició
M3-u09-04,3,2,u09,Ética y publicación responsable,infografia,1,desarrollo de subtema,196,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u09/M3-u09-04.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u09/M3-u09-04__infografia__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u09/10-tema-9-2.md,40,Infografía horizontal 'El viaje de tu prompt' con 5 estaciones en línea: tu dispositivo (icono teclado) → red TLS (icono
M3-u09-05,3,2,u09,Ética y publicación responsable,cuadro-comparativo,1,desarrollo de subtema,200,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u09/M3-u09-05.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u09/M3-u09-05__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u09/10-tema-9-3.md,64,"Cuadro comparativo de las 6 licencias Creative Commons (CC0 dominio público, CC BY atribución, CC BY-SA atribución y com"
M3-u09-06,3,2,u09,Ética y publicación responsable,infografia,1,desarrollo de subtema,203,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u09/M3-u09-06.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u09/M3-u09-06__infografia__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u09/10-tema-9-4.md,45,Infografía 'Pipeline de un deepfake y dónde detectarlo' con 4 columnas: 1) Recolección — el atacante junta 30 s de audio
M3-u09-07,3,2,u09,Ética y publicación responsable,cuadro-comparativo,1,desarrollo de subtema,207,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u09/M3-u09-07.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u09/M3-u09-07__cuadro-comparativo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u09/10-tema-9-5.md,45,"Cuadro 'Mapa de tu carrera frente a la IA' con 8 columnas (medicina, derecho, ingeniería de software, diseño gráfico, co"
M3-u09-08,3,2,u09,Ética y publicación responsable,linea-tiempo,1,desarrollo de subtema,211,dist/manual-3-sem-2.pdf,assets/visuales/manual-3/u09/M3-u09-08.jpg,sí,assets/prompts-visuales/manual-3/sem-2/u09/M3-u09-08__linea-tiempo__desarrollo-de-subtema__pp1.md,manuales/manual-3/unidades/u09/10-tema-9-6.md,56,Línea de tiempo paralela 2018–2027 con dos carriles. Carril UE: 2018 GDPR · 2021 borrador AI Act · 2024 AI Act aprobado 
M4-sem1-01,4,1,sem1,Front/Back matter — Semestre 1,ilustracion,1,contenido del manual,1,dist/manual-4-sem-1.pdf,assets/visuales/manual-4/sem1/M4-sem1-01.jpg,sí,assets/prompts-visuales/manual-4/sem-1/sem1/M4-sem1-01__ilustracion__contenido-del-manual__pp1.md,manuales/manual-4/semestre-1/00-portada.md,18,Ilustración hero de portada para el Semestre 1 del Manual 4: Inteligencia Artificial Avanzada. Composición editorial ver
M4-sem1-02,4,1,sem1,Front/Back matter — Semestre 1,ilustracion,0.5,contenido del manual,2,dist/manual-4-sem-1.pdf,assets/visuales/manual-4/sem1/M4-sem1-02.jpg,sí,assets/prompts-visuales/manual-4/sem-1/sem1/M4-sem1-02__ilustracion__contenido-del-manual__pp0p5.md,manuales/manual-4/semestre-1/00-portada.md,26,"Pieza de créditos editoriales: logo Albatros centrado en azul Albatros sobre fondo blanco, debajo el texto 'Grupo Cultur"
M4-sem1-03,4,1,sem1,Front/Back matter — Semestre 1,ilustracion,0.5,contenido del manual,5,dist/manual-4-sem-1.pdf,assets/visuales/manual-4/sem1/M4-sem1-03.jpg,sí,assets/prompts-visuales/manual-4/sem-1/sem1/M4-sem1-03__ilustracion__contenido-del-manual__pp0p5.md,manuales/manual-4/semestre-1/01-carta-estudiante.md,39,"Ilustración cálida de un estudiante mexicano de bachillerato sentado en su escritorio con el manual abierto, lápiz en ma"
M4-sem1-04,4,1,sem1,Front/Back matter — Semestre 1,cuadro-comparativo,0.5,contenido del manual,8,dist/manual-4-sem-1.pdf,assets/visuales/manual-4/sem1/M4-sem1-04.jpg,sí,assets/prompts-visuales/manual-4/sem-1/sem1/M4-sem1-04__cuadro-comparativo__contenido-del-manual__pp0p5.md,manuales/manual-4/semestre-1/02-carta-docente.md,56,Cuadro comparativo de 3 columnas: 'Enfoque tradicional' vs 'Enfoque Albatros' vs 'Beneficio esperado'. Filas: rol del do
